symbol,lonaName,shortName,Acronym,Sector,Announced Date,Due Date,Distribution Date,Amount,Distribution Way
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2015-11-22,2016-03-01,2016-03-17,0.75,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2015-12-06,2016-03-30,2016-04-10,3,Account Transfer
2220,National Metal Manufacturing and Casting Co.,MAADANIYAH,MAADANIYAH,Materials,2015-12-07,2016-05-29,2016-06-08,0.5,Account Transfer
1080,Arab National Bank,ANB,ANB,Banks,2015-12-08,2016-03-24,2016-04-07,0.55,Account Transfer
1030,Saudi Investment Bank,SAIB,SAIB,Banks,2015-12-13,2016-04-04,2016-04-07,0.75,Account Transfer
2360,Saudi Vitrified Clay Pipes Co.,SVCP,SVCP,Capital Goods,2015-12-14,2015-12-31,2016-01-21,1.5,Account Transfer
2280,Almarai Co.,ALMARAI,ALMARAI,Food & Beverages,2015-12-14,2016-04-03,2016-04-12,1.15,Account Transfer
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2015-12-15,2015-12-20,2015-12-28,0.35,Account Transfer
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2015-12-16,2016-04-11,2016-04-24,3,Account Transfer
6070,Al-Jouf Agricultural Development Co.,ALJOUF,ALJOUF,Food & Beverages,2015-12-17,2016-04-03,2016-04-17,1,Account Transfer
2240,Zamil Industrial Investment Co.,ZAMIL INDUST,ZAMIL INDUST,Materials,2015-12-21,2016-04-18,2016-05-02,1,Account Transfer
6001,Halwani Bros. Co.,HB,HB,Food & Beverages,2015-12-21,2016-03-29,2016-04-27,2.5,Account Transfer
1150,Alinma Bank,ALINMA,ALINMA,Banks,2015-12-21,2016-03-28,2016-04-14,0.5,Account Transfer
4080,Sinad Holding Co.,SINAD HOLDING,SINAD HOLDING,Diversified Financials,2015-12-22,2016-04-11,2016-04-27,1,Account Transfer
4030,National Shipping Company of Saudi Arabia,BAHRI,BAHRI,Energy,2015-12-24,2016-04-06,2016-04-21,2.5,Account Transfer
2150,The National Company for Glass Industries,ZOUJAJ,ZOUJAJ,Materials,2015-12-24,2016-05-04,2016-05-25,0.5,Account Transfer
2290,Yanbu National Petrochemical Co.,YANSAB,YANSAB,Materials,2015-12-24,2016-03-31,2016-04-14,1,Account Transfer
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2015-12-24,2016-04-20,2016-05-08,0.55,Account Transfer
1180,The Saudi National Bank,SNB,SNB,Banks,2015-12-24,2016-04-05,2016-04-20,0.75,Account Transfer
1060,Saudi British Bank,SABB,SABB,Banks,2015-12-27,2016-03-29,2016-04-05,0.35,Account Transfer
2040,Saudi Ceramic Co.,SAUDI CERAMICS,SAUDI CERAMICS,Capital Goods,2015-12-28,2016-04-27,2016-05-11,2,Account Transfer
3002,Najran Cement Co.,NAJRAN CEMENT,NAJRAN CEMENT,Materials,2015-12-29,2016-03-29,2016-04-21,0.5,Account Transfer
4050,Saudi Automotive Services Co.,SASCO,SASCO,Retailing,2015-12-29,2016-04-20,2016-05-10,0.5,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2015-12-31,2016-04-05,2016-04-18,0.35,Account Transfer
4040,Saudi Public Transport Co.,SAPTCO,SAPTCO,Transportation,2016-01-05,2016-04-11,2016-04-25,0.5,Account Transfer
3090,Tabuk Cement Co.,TCC,TCC,Materials,2016-01-10,2016-04-28,2016-05-08,0.9,Account Transfer
6010,National Agricultural Development Co.,NADEC,NADEC,Food & Beverages,2016-01-17,2016-04-07,2016-05-04,0.5,Account Transfer
4150,Arriyadh Development Co.,ARDCO,ARDCO,"Real Estate Mgmt & Dev't",2016-01-17,2016-04-28,2016-05-25,1.3,Account Transfer
4200,Aldrees Petroleum and Transport Services Co.,ALDREES,ALDREES,Energy,2016-01-18,2016-03-02,2016-03-28,2,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2016-01-18,2016-03-17,2016-04-24,3.5,Account Transfer
4260,United International Transportation Co.,BUDGET SAUDI,BUDGET SAUDI,Transportation,2016-01-19,2016-05-05,2016-05-31,1.5,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2016-01-20,2016-04-19,2016-05-04,0.5,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2016-01-20,2016-04-04,2016-04-28,1,Account Transfer
4004,Dallah Healthcare Co.,DALLAH HEALTH,DALLAH HEALTH,Health Care Equipment & Svc,2016-01-21,2016-05-02,2016-05-31,1.5,Account Transfer
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2016-01-21,2016-03-28,2016-04-04,1,Account Transfer
2230,Saudi Chemical Co.,CHEMICAL,CHEMICAL,Health Care Equipment & Svc,2016-01-24,2016-02-07,2016-02-28,2,Account Transfer
4002,Mouwasat Medical Services Co.,MOUWASAT,MOUWASAT,Health Care Equipment & Svc,2016-01-25,2016-04-04,2016-04-25,2,Account Transfer
3004,Northern Region Cement Co.,NORTHERN CEMENT,NORTHERN CEMENT,Materials,2016-01-26,2016-03-16,2016-04-14,0.5,Account Transfer
3020,Yamama Cement Co.,YSCC,YSCC,Materials,2016-01-26,2016-02-29,2016-03-14,0.75,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2016-01-26,2016-02-25,2016-03-15,1.75,Account Transfer
4230,Red Sea International Co.,RED SEA,RED SEA,"Real Estate Mgmt & Dev't",2016-01-27,2016-04-20,2016-05-01,0.75,Account Transfer
3060,Yanbu Cement Co.,YCC,YCC,Materials,2016-01-28,2016-04-03,2016-05-01,3.5,Account Transfer
3003,City Cement Co.,CITY CEMENT,CITY CEMENT,Materials,2016-02-04,2016-04-17,2016-05-03,0.25,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2016-02-04,2016-02-16,2016-02-25,1.95,Account Transfer
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2016-02-07,2016-03-24,2016-03-31,3,Account Transfer
4031,Saudi Ground Services Co.,SGS,SGS,Transportation,2016-02-07,2016-02-15,2016-03-08,0.51,Account Transfer
3001,Hail Cement Co.,HCC,HCC,Materials,2016-02-10,2016-03-29,2016-04-12,0.5,Account Transfer
2160,Saudi Arabian Amiantit Co.,AMIANTIT,AMIANTIT,Capital Goods,2016-02-14,2016-04-04,2016-04-14,0.65,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2016-02-15,2016-04-28,2016-05-12,2.5,Account Transfer
4010,Dur Hospitality Co.,DUR,DUR,Consumer Services,2016-02-15,2016-03-29,2016-04-07,0.7,Account Transfer
2070,Saudi Pharmaceutical Industries and Medical Appliances Corp.,SPIMACO,SPIMACO,"Pharma, Biotech & Life Science",2016-02-16,2016-04-03,2016-04-28,1,Account Transfer
4290,Alkhaleej Training and Education Co.,ALKHALEEJ TRNG,ALKHALEEJ TRNG,Consumer Services,2016-02-17,2016-04-26,2016-05-29,1,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2016-02-17,2016-03-28,2016-04-11,0.5,Account Transfer
2360,Saudi Vitrified Clay Pipes Co.,SVCP,SVCP,Capital Goods,2016-02-21,2016-03-31,2016-04-21,1.5,Account Transfer
6040,Tabuk Agricultural Development Co.,TADCO,TADCO,Food & Beverages,2016-02-21,2016-05-16,2017-01-12,0.5,Account Transfer
8010,The Company for Cooperative Insurance,TAWUNIYA,TAWUNIYA,Insurance,2016-02-21,2016-03-21,2016-03-24,1,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2016-02-22,2016-12-31,2017-01-14,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2016-02-22,2016-09-30,2016-10-14,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2016-02-22,2016-06-30,2016-07-14,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2016-02-22,2016-03-30,2016-04-14,0.125,Account Transfer
4020,Saudi Real Estate Co.,ALAKARIA,ALAKARIA,"Real Estate Mgmt & Dev't",2016-02-22,2016-04-10,2016-04-24,0.5,Account Transfer
2030,Saudi Arabia Refineries Co.,SARCO,SARCO,Energy,2016-02-23,2016-04-27,2016-05-19,0.5,Account Transfer
2090,National Gypsum Co.,NGC,NGC,Materials,2016-02-23,2016-04-10,2016-04-28,0.6,Account Transfer
3080,Eastern Province Cement Co.,EPCCO,EPCCO,Materials,2016-02-23,2016-03-29,2016-04-17,2.5,Account Transfer
6002,Herfy Food Services Co.,HERFY FOODS,HERFY FOODS,Consumer Services,2016-02-23,2016-04-24,2016-05-12,1.5,Account Transfer
4001,Abdullah Al Othaim Markets Co.,A.OTHAIM MARKET,A.OTHAIM MARKET,Food & Staples Retailing,2016-02-23,2016-03-27,2016-04-12,2,Account Transfer
5110,Saudi Electricity Co.,SAUDI ELECTRICITY,SAUDI ELECTRICITY,Utilities,2016-02-23,2016-04-25,2016-05-08,0.7,Account Transfer
1301,United Wire Factories Co.,ASLAK,ASLAK,Materials,2016-02-24,2016-03-30,2016-04-18,0.65,Account Transfer
1820,Abdulmohsen Alhokair Group for Tourism and Development,ALHOKAIR GROUP,ALHOKAIR GROUP,Consumer Services,2016-02-24,2016-03-10,2016-05-09,1.25,Account Transfer
4007,Al Hammadi Holding,ALHAMMADI,ALHAMMADI,Health Care Equipment & Svc,2016-02-24,2016-05-29,2016-08-31,0.75,Account Transfer
2340,Al Abdullatif Industrial Investment Co.,ALABDULLATIF,ALABDULLATIF,Consumer Durables & Apparel,2016-02-25,2016-04-12,2016-05-02,0.3,Account Transfer
2190,Saudi Industrial Services Co.,SISCO,SISCO,Transportation,2016-02-29,2016-05-02,2016-06-01,0.5,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2016-03-02,2016-03-31,2016-04-14,0.75,Account Transfer
1302,Bawan Co.,BAWAN,BAWAN,Capital Goods,2016-03-02,2016-03-06,2016-03-20,0.25,Account Transfer
6004,Saudi Airlines Catering Co.,CATERING,CATERING,Commercial & Professional Svc,2016-03-06,2016-03-15,2016-04-10,1.75,Account Transfer
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2016-03-22,2016-03-31,2016-04-17,0.3,Account Transfer
4005,National Medical Care Co.,CARE,CARE,Health Care Equipment & Svc,2016-03-30,2016-04-27,2016-06-06,0.75,Account Transfer
4100,Makkah Construction and Development Co.,MCDC,MCDC,"Real Estate Mgmt & Dev't",2016-03-31,2016-05-31,2016-06-22,2.5,Account Transfer
1210,Basic Chemical Industries Co.,BCI,BCI,Materials,2016-04-10,2016-05-15,2016-06-09,1,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2016-04-12,2016-04-21,2016-05-08,1.5,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2016-04-18,2016-05-02,2016-05-12,1.75,Account Transfer
4008,Saudi Company for Hardware,SACO,SACO,Retailing,2016-04-19,2016-05-05,2016-05-19,1.5,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2016-04-19,2016-04-28,2016-05-19,1,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2016-04-20,2016-04-21,2016-05-05,0.25,Account Transfer
4009,Middle East Healthcare Co.,SAUDI GERMAN HEALTH,SAUDI GERMAN HEALTH,Health Care Equipment & Svc,2016-04-20,2016-06-29,2016-07-28,2,Account Transfer
3020,Yamama Cement Co.,YSCC,YSCC,Materials,2016-04-21,2016-04-28,2016-05-22,0.5,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2016-04-21,2016-04-25,2016-05-09,0.5,Account Transfer
8210,Bupa Arabia for Cooperative Insurance Co.,BUPA ARABIA,BUPA ARABIA,Insurance,2016-04-25,2016-06-01,2016-06-27,2,Account Transfer
4031,Saudi Ground Services Co.,SGS,SGS,Transportation,2016-04-26,2016-05-08,2016-05-24,0.65,Account Transfer
4320,Alandalus Property Co.,ALANDALUS,ALANDALUS,"Real Estate Mgmt & Dev't",2016-04-27,2016-05-30,2016-06-29,0.5,Account Transfer
2270,Saudia Dairy and Foodstuff Co.,SADAFCO,SADAFCO,Food & Beverages,2016-05-02,2016-06-01,2016-06-22,4,Account Transfer
8012,Aljazira Takaful Taawuni Co.,JAZIRA TAKAFUL,JAZIRA TAKAFUL,Insurance,2016-05-02,2016-05-29,2016-06-12,0.5,Account Transfer
1202,Middle East Paper Co.,MEPCO,MEPCO,Materials,2016-05-08,2016-06-26,2016-07-24,0.5,Account Transfer
6004,Saudi Airlines Catering Co.,CATERING,CATERING,Commercial & Professional Svc,2016-05-10,2016-05-19,2016-06-08,1.75,Account Transfer
3002,Najran Cement Co.,NAJRAN CEMENT,NAJRAN CEMENT,Materials,2016-05-11,2016-05-19,2016-06-09,0.6,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2016-05-17,2016-06-30,2016-07-24,0.75,Account Transfer
1302,Bawan Co.,BAWAN,BAWAN,Capital Goods,2016-05-24,2016-05-31,2016-06-22,0.25,Account Transfer
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2016-05-25,2016-06-16,2016-06-27,2.75,Account Transfer
1304,Al Yamamah Steel Industries Co.,ALYAMAMAH STEEL,ALYAMAMAH STEEL,Materials,2016-05-30,2016-06-06,2016-06-30,1.5,Account Transfer
2290,Yanbu National Petrochemical Co.,YANSAB,YANSAB,Materials,2016-05-30,2016-06-15,2016-06-30,1.5,Account Transfer
2360,Saudi Vitrified Clay Pipes Co.,SVCP,SVCP,Capital Goods,2016-06-15,2016-06-30,2016-07-20,1.5,Account Transfer
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2016-06-16,2016-06-20,2016-06-29,0.3,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2016-06-19,2016-06-26,2016-07-17,1.5,Account Transfer
3060,Yanbu Cement Co.,YCC,YCC,Materials,2016-06-22,2016-08-01,2016-08-10,1,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2016-06-23,2016-07-14,2016-07-26,1.25,Account Transfer
1080,Arab National Bank,ANB,ANB,Banks,2016-06-26,2016-06-30,2016-07-21,0.45,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2016-06-27,2016-06-30,2016-07-20,0.3,Account Transfer
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2016-07-13,2016-07-21,2016-08-09,0.55,Account Transfer
6002,Herfy Food Services Co.,HERFY FOODS,HERFY FOODS,Consumer Services,2016-07-14,2016-07-19,2016-08-04,1.5,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2016-07-18,2016-07-21,2016-08-25,2,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2016-07-18,2016-07-20,2016-08-02,0.35,Account Transfer
1301,United Wire Factories Co.,ASLAK,ASLAK,Materials,2016-07-19,2016-07-28,2016-08-11,1,Account Transfer
2150,The National Company for Glass Industries,ZOUJAJ,ZOUJAJ,Materials,2016-07-20,2016-08-21,2016-10-02,0.75,Account Transfer
6004,Saudi Airlines Catering Co.,CATERING,CATERING,Commercial & Professional Svc,2016-07-20,2016-08-01,2016-08-31,1.75,Account Transfer
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2016-07-20,2016-07-24,2016-07-31,0.75,Account Transfer
3020,Yamama Cement Co.,YSCC,YSCC,Materials,2016-07-21,2016-08-15,2016-09-25,0.25,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2016-07-24,2016-08-03,2016-08-11,1.25,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2016-07-25,2016-07-25,2016-08-04,2.5,Account Transfer
3003,City Cement Co.,CITY CEMENT,CITY CEMENT,Materials,2016-07-26,2016-08-01,2016-08-15,0.75,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2016-07-26,2016-07-31,2016-08-21,1,Account Transfer
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2016-07-27,2016-08-25,2016-09-06,2,Account Transfer
2240,Zamil Industrial Investment Co.,ZAMIL INDUST,ZAMIL INDUST,Materials,2016-07-27,2016-07-31,2016-08-14,1,Account Transfer
1302,Bawan Co.,BAWAN,BAWAN,Capital Goods,2016-07-27,2016-08-01,2016-08-23,0.4,Account Transfer
1180,The Saudi National Bank,SNB,SNB,Banks,2016-07-27,2016-08-02,2016-08-17,0.6,Account Transfer
1820,Abdulmohsen Alhokair Group for Tourism and Development,ALHOKAIR GROUP,ALHOKAIR GROUP,Consumer Services,2016-07-28,2016-08-11,2016-10-05,0.65,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2016-07-28,2016-07-31,2016-08-15,0.25,Account Transfer
4020,Saudi Real Estate Co.,ALAKARIA,ALAKARIA,"Real Estate Mgmt & Dev't",2016-07-31,2016-08-03,2016-08-21,0.5,Account Transfer
4150,Arriyadh Development Co.,ARDCO,ARDCO,"Real Estate Mgmt & Dev't",2016-07-31,2016-08-11,2016-08-28,0.5,Account Transfer
4031,Saudi Ground Services Co.,SGS,SGS,Transportation,2016-08-04,2016-08-14,2016-08-30,0.65,Account Transfer
1060,Saudi British Bank,SABB,SABB,Banks,2016-08-07,2016-08-18,2016-09-01,0.35,Account Transfer
4010,Dur Hospitality Co.,DUR,DUR,Consumer Services,2016-08-09,2016-08-11,2016-08-24,0.45,Account Transfer
3004,Northern Region Cement Co.,NORTHERN CEMENT,NORTHERN CEMENT,Materials,2016-08-10,2016-08-14,2016-08-28,0.45,Account Transfer
8180,Al Sagr Cooperative Insurance Co.,ALSAGR INSURANCE,ALSAGR INSURANCE,Insurance,2016-08-14,2016-10-02,2016-11-07,2,Account Transfer
3001,Hail Cement Co.,HCC,HCC,Materials,2016-08-30,2016-09-04,2016-09-21,0.5,Account Transfer
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2016-09-20,2016-09-29,2016-10-17,0.3,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2016-09-25,2016-09-29,2016-10-13,0.4,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2016-10-04,2016-10-12,2016-10-27,0.65,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2016-10-06,2016-10-20,2016-10-30,1,Account Transfer
4008,Saudi Company for Hardware,SACO,SACO,Retailing,2016-10-16,2016-12-28,2017-01-11,1.5,Account Transfer
1214,Al Hassan Ghazi Ibrahim Shaker Co.,SHAKER,SHAKER,Retailing,2016-10-17,2016-11-03,2016-11-23,0.75,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2016-10-17,2016-10-31,2016-11-10,2.15,Account Transfer
6004,Saudi Airlines Catering Co.,CATERING,CATERING,Commercial & Professional Svc,2016-10-18,2016-11-15,2016-12-13,1.75,Account Transfer
1302,Bawan Co.,BAWAN,BAWAN,Capital Goods,2016-10-19,2016-10-24,2016-11-15,0.25,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2016-10-19,2016-10-25,2016-11-20,1,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2016-10-20,2016-10-23,2016-11-06,0.25,Account Transfer
2170,Alujain Corp.,ALUJAIN,ALUJAIN,Materials,2016-10-24,2016-12-29,2017-07-17,0.5,Account Transfer
2170,Alujain Corp.,ALUJAIN,ALUJAIN,Materials,2016-11-13,2016-12-29,2017-07-17,0.5,Account Transfer
2320,Al-Babtain Power and Telecommunication Co.,ALBABTAIN,ALBABTAIN,Capital Goods,2016-11-21,2016-12-04,2016-12-20,1,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2016-11-22,2017-03-07,2017-03-23,0.7,Account Transfer
2230,Saudi Chemical Co.,CHEMICAL,CHEMICAL,Health Care Equipment & Svc,2016-11-28,2016-12-25,2017-01-08,1.5,Account Transfer
1304,Al Yamamah Steel Industries Co.,ALYAMAMAH STEEL,ALYAMAMAH STEEL,Materials,2016-12-05,2016-12-12,2016-12-29,1.25,Account Transfer
2280,Almarai Co.,ALMARAI,ALMARAI,Food & Beverages,2016-12-06,2017-03-26,2017-04-04,0.9,Account Transfer
1030,Saudi Investment Bank,SAIB,SAIB,Banks,2016-12-06,2017-04-17,2017-04-20,0.5,Account Transfer
6070,Al-Jouf Agricultural Development Co.,ALJOUF,ALJOUF,Food & Beverages,2016-12-12,2017-04-20,2017-05-07,1,Account Transfer
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2016-12-14,2017-02-14,2017-02-28,0.35,Account Transfer
4030,National Shipping Company of Saudi Arabia,BAHRI,BAHRI,Energy,2016-12-18,2017-01-16,2017-01-31,2.5,Account Transfer
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2016-12-18,2017-04-11,2017-04-23,2,Account Transfer
1080,Arab National Bank,ANB,ANB,Banks,2016-12-20,2017-03-23,2017-04-06,0.45,Account Transfer
1150,Alinma Bank,ALINMA,ALINMA,Banks,2016-12-20,2017-04-06,2017-04-19,0.5,Account Transfer
4080,Sinad Holding Co.,SINAD HOLDING,SINAD HOLDING,Diversified Financials,2016-12-21,2017-04-23,2017-05-09,1,Account Transfer
2220,National Metal Manufacturing and Casting Co.,MAADANIYAH,MAADANIYAH,Materials,2016-12-22,2017-05-24,2017-06-08,0.5,Account Transfer
2290,Yanbu National Petrochemical Co.,YANSAB,YANSAB,Materials,2016-12-22,2017-03-14,2017-03-28,1.5,Account Transfer
6001,Halwani Bros. Co.,HB,HB,Food & Beverages,2016-12-25,2017-04-09,2017-04-24,2.5,Account Transfer
1060,Saudi British Bank,SABB,SABB,Banks,2016-12-27,2017-04-25,2017-05-04,0.35,Account Transfer
2040,Saudi Ceramic Co.,SAUDI CERAMICS,SAUDI CERAMICS,Capital Goods,2016-12-29,2017-04-19,2017-05-08,1,Account Transfer
4031,Saudi Ground Services Co.,SGS,SGS,Transportation,2016-12-29,2017-02-13,2017-02-28,1.3,Account Transfer
1140,Bank Albilad,ALBILAD,ALBILAD,Banks,2016-12-29,2017-05-08,2017-05-25,0.5,Account Transfer
6090,Jazan Energy and Development Co.,JAZADCO,JAZADCO,Food & Beverages,2017-01-01,2017-05-02,2017-08-22,0.5,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2017-01-04,2017-03-27,2017-04-10,0.3,Account Transfer
4150,Arriyadh Development Co.,ARDCO,ARDCO,"Real Estate Mgmt & Dev't",2017-01-15,2017-04-05,2017-04-20,0.8,Account Transfer
4200,Aldrees Petroleum and Transport Services Co.,ALDREES,ALDREES,Energy,2017-01-17,2017-03-12,2017-03-22,1,Account Transfer
2250,Saudi Industrial Investment Group,SIIG,SIIG,Materials,2017-01-17,2017-04-18,2017-04-30,0.5,Account Transfer
3003,City Cement Co.,CITY CEMENT,CITY CEMENT,Materials,2017-01-18,2017-03-29,2017-04-10,0.25,Account Transfer
2360,Saudi Vitrified Clay Pipes Co.,SVCP,SVCP,Capital Goods,2017-01-18,2017-01-31,2017-02-15,1,Account Transfer
4006,Saudi Marketing Co.,FARM SUPERSTORES,FARM SUPERSTORES,Food & Staples Retailing,2017-01-18,2017-05-04,2017-05-23,1,Account Transfer
2240,Zamil Industrial Investment Co.,ZAMIL INDUST,ZAMIL INDUST,Materials,2017-01-19,2017-05-04,2017-05-18,1,Account Transfer
3020,Yamama Cement Co.,YSCC,YSCC,Materials,2017-01-19,2017-02-27,2017-03-19,0.25,Account Transfer
4260,United International Transportation Co.,BUDGET SAUDI,BUDGET SAUDI,Transportation,2017-01-19,2017-04-19,2017-05-02,1.25,Account Transfer
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2017-01-19,2017-04-20,2017-05-04,0.5,Account Transfer
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2017-01-19,2017-03-19,2017-03-26,1.5,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2017-01-19,2017-04-10,2017-05-01,1,Account Transfer
1820,Abdulmohsen Alhokair Group for Tourism and Development,ALHOKAIR GROUP,ALHOKAIR GROUP,Consumer Services,2017-01-22,2017-02-02,2017-02-14,0.65,Account Transfer
4002,Mouwasat Medical Services Co.,MOUWASAT,MOUWASAT,Health Care Equipment & Svc,2017-01-23,2017-04-24,2017-05-07,2.5,Account Transfer
4040,Saudi Public Transport Co.,SAPTCO,SAPTCO,Transportation,2017-01-24,2017-03-27,2017-04-10,0.5,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2017-01-26,2017-02-23,2017-03-09,1,Account Transfer
6004,Saudi Airlines Catering Co.,CATERING,CATERING,Commercial & Professional Svc,2017-01-26,2017-02-16,2017-03-08,1.3,Account Transfer
1180,The Saudi National Bank,SNB,SNB,Banks,2017-01-29,2017-05-03,2017-05-14,1,Account Transfer
2180,Filing and Packing Materials Manufacturing Co.,FIPCO,FIPCO,Materials,2017-01-31,2017-05-01,2017-05-21,0.5,Account Transfer
3060,Yanbu Cement Co.,YCC,YCC,Materials,2017-02-05,2017-04-30,2017-05-15,2,Account Transfer
4010,Dur Hospitality Co.,DUR,DUR,Consumer Services,2017-02-07,2017-04-20,2017-05-01,0.45,Account Transfer
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2017-02-08,2017-04-09,2017-04-17,2.75,Account Transfer
2340,Al Abdullatif Industrial Investment Co.,ALABDULLATIF,ALABDULLATIF,Consumer Durables & Apparel,2017-02-08,2017-04-11,2017-05-04,0.5,Account Transfer
3080,Eastern Province Cement Co.,EPCCO,EPCCO,Materials,2017-02-14,2017-04-10,2017-04-27,1.5,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2017-02-15,2017-03-29,2017-04-12,1,Account Transfer
3001,Hail Cement Co.,HCC,HCC,Materials,2017-02-15,2017-05-10,2017-05-24,0.4,Account Transfer
8010,The Company for Cooperative Insurance,TAWUNIYA,TAWUNIYA,Insurance,2017-02-15,2017-03-21,2017-03-27,5,Account Transfer
4230,Red Sea International Co.,RED SEA,RED SEA,"Real Estate Mgmt & Dev't",2017-02-15,2017-05-21,2017-05-31,0.75,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2017-02-16,2017-04-20,2017-04-30,2.25,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2017-02-16,2017-02-28,2017-03-09,2.15,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2017-02-20,2017-04-18,2017-05-04,2,Account Transfer
4020,Saudi Real Estate Co.,ALAKARIA,ALAKARIA,"Real Estate Mgmt & Dev't",2017-02-20,2017-04-06,2017-04-30,0.5,Account Transfer
4290,Alkhaleej Training and Education Co.,ALKHALEEJ TRNG,ALKHALEEJ TRNG,Consumer Services,2017-02-21,2017-04-16,2017-05-15,0.5,Account Transfer
6002,Herfy Food Services Co.,HERFY FOODS,HERFY FOODS,Consumer Services,2017-02-21,2017-05-22,2017-06-05,1.5,Account Transfer
5110,Saudi Electricity Co.,SAUDI ELECTRICITY,SAUDI ELECTRICITY,Utilities,2017-02-21,2017-04-19,2017-04-30,0.7,Account Transfer
